ID;ТУ;ДАТА;ПРОЕКТ;ЗАДАЧА;СОДЕРЖАНИЕ;РЕЗУЛЬТАТ;МЕСТО;ОЧТЕТ;ИНФО
2384;ЭС;22.05.19;КнААЗ;Договор; -;неокончено;офис АЭР;;
2385;АЭР;22.05.19; -; -; -;ок;офис АЭР;;
2386;АЭР;23.05.19;НМОУ;СМР; -;ок;командировка;;
2387;АЭР;24.05.19;НМОУ;Комплектация; -;неокончено;офис АЭР;;
2388;АЭР;24.05.19;Стекольный завод;Комплектация; -;неокончено;офис АЭР;;
2389;АЭР;24.05.19;НМОУ;Комплектация;Логистика;ок;командировка;;
2390;АЭР;24.05.19; -;Ревизия дел; -;неокончено;офис АЭР;;
2391;АЭР;27.05.19;НМОУ;Комплектация;Логистика;ок;офис АЭР;;
2392;АЭР;27.05.19;Стекольный завод;Комплектация; -;неокончено;офис АЭР;;
2393;АЭР;27.05.19;НМОУ;Комплектация; -;неокончено;офис АЭР;;
2394;АЭР;27.05.19; -;Общие; -;ок;офис АЭР;;
2395;АЭР;28.05.19; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
2396;АЭР;28.05.19; -;Конкурс;подготовка;ок;офис АЭР;;
2397;АЭР;28.05.19;Стекольный завод;СМР;подготовка;неокончено;офис АЭР;;
2398;АЭР;28.05.19;НМОУ;СМР;Переговоры с подрядчиком;неокончено;офис АЭР;;
2399;АЭР;28.05.19; -; -; -;ок;офис АЭР;;
2400;АЭР;28.05.19; -;Ревизия дел;Документы;неокончено;офис АЭР;;
2401;АЭР;30.05.19;Челябинская ТЭЦ-3;Конкурс;анализ;ок;офис АЭР;;
2402;ЛВЕ;30.05.19;Абельмановская 2А;Сметы; -;ок;офис АЭР;;
2403;АЭР;30.05.19;МРСК СК;Сдача работ;Документы;неокончено;офис АЭР;;
2404;АЭР;30.05.19; -;Ревизия дел;Документы;неокончено;офис АЭР;;
2405;АЭР;30.05.19; -; -; -;ок;офис АЭР;;
2406;АЭР;31.05.19;НМОУ;СМР;планирование;ок;дома;;
2407;ЭС;31.05.19;КнААЗ;Договор;анализ;неокончено;офис АЭР;;
2408;АЭР;31.05.19; -;Ревизия дел;Документы;ок;офис АЭР;;
2409;АЭР;31.05.19; -; -;Логистика;неокончено;офис АЭР;;почта
2410;АЭР;31.05.19;РН Энерго;ТКП;подготовка;ок;офис АЭР;;
2411;АЭР;31.05.19;НМОУ;СМР;планирование;ок;дома;;
2412;ЭС;03.05.19; -;реорганизация;Документы;ок;отпуск;;
2413;ЭС;04.06.19; -;реорганизация;Документы;ок;командировка;;
2414;АЭР;04.06.19; -; -; -;ок;офис АЭР;;
2415;ЛВЕ;04.06.19;Одинцовская 24;Сметы; -;ок;офис АЭР;;
2416;АЭР;05.06.19;НМОУ;Сметы; -;неокончено;офис АЭР;;
2417;ЛВЕ;05.06.19;Одинцовская 24;Сметы; -;ок;офис АЭР;;
2418;ЭС;05.06.19;а/п Домодедово;Сдача работ;Документы;неокончено;офис АЭР;;
2419;АЭР;05.06.19;НМОУ;СМР;Переговоры с подрядчиком;неокончено;офис АЭР;;Токарев НГ
2420;АЭР;05.06.19; -; -; -;ок;офис АЭР;;
2421;АЭР;06.06.19; -; -; -;ок;офис АЭР;;
2422;АЭР;06.06.19;НМОУ;Сметы; -;ок;офис АЭР;;
2423;АЭР;07.06.19; -; -; -;ок;офис АЭР;;
2424;АЭР;07.06.19; -; -; -;ок;командировка;;
2425;ЭС;11.06.19; -;Общие;ПФР;ок;командировка;;
2426;АЭР;11.06.19;ККГЭС;Конкурс;подготовка;ок;офис АЭР;;
2427;ЭС;11.06.19;а/п Домодедово;Отгрузка;Документы;ок;офис АЭР;;
2428;ЭС;11.06.19;а/п Домодедово;Оплата; -;неокончено;офис АЭР;;
2429;АЭР;11.06.19; -; -; -;ок;офис АЭР;;
2430;АЭР;11.06.19;НМОУ;СМР;подготовка;ок;офис АЭР;;
2431;АЭР;11.06.19;МРСК СК;Сдача работ;КС-14;неокончено;офис АЭР;;
2432;ЭС;12.06.19;КнААЗ;ПИР;Исходные;неокончено;офис АЭР;;
2433;ЭС;12.06.19;а/п Домодедово;Договор;Анализ;неокончено;офис АЭР;;валютный контроль
2434;ЭМП;12.06.19;Шоша;Постановка задачи;Анализ;ок;офис АЭР;;
2435;АЭР;13.06.19;НМОУ;СМР;подготовка;ок;командировка;;
2436;АЭР;13.06.19;НМОУ;Сметы;согласование;ок;командировка;;
2437;ЭМП;14.06.19;Шоша;ППО; -;неокончено;командировка;;
2438;ЭС;17.06.19; -;реорганизация; -;ок;дома;;1С
2439;АЭР;17.06.19; -; -; -;ок;офис АЭР;;
2440;АЭР;17.06.19;НМОУ;Ревизия дел; -;ок;офис АЭР;;
2441;АЭР;17.06.19;Глобус ТО;Сдача работ;Документы;ок;офис АЭР;;
2442;ЭС;18.06.19;а/п Домодедово;Оплата; -;ок;офис АЭР;;
2443;АЭР;18.06.19;НМОУ;ПИР;Документы;ок;офис АЭР;;освещение
2444;АЭР;18.06.19;НМОУ;СМР;подготовка;ок;офис АЭР;;
2445;АЭР;18.06.19; -; -; -;ок;офис АЭР;;
2446;АЭР;18.06.19;НМОУ; -;Логистика;ок;командировка;;
2447;АЭР;19.06.19;НМОУ;СМР; -;ок;командировка;;
2448;АЭР;20.06.19;Глобус ТО;Техсопровождение; -;ок;офис АЭР;;
2449;ЭС;20.06.19; -;реорганизация; -;ок;командировка;;нотариус
2450;ЭС;20.06.19;а/п Домодедово;Договор;валютный контроль;неокончено;офис АЭР;;
2451;АЭР;20.06.19;НМОУ;ПИР;Переговоры с подрядчиком;ок;офис АЭР;;задание для Леры
2452;АЭР;20.06.19;НМОУ;СМР;подготовка;ок;офис АЭР;;
2453;АЭР;21.06.19;Глобус ТО;Техсопровождение; -;ок;дома;;
2454;АЭР;21.06.19;Стекольный завод;Комплектация;Логистика;ок;командировка;;
2455;АЭР;21.06.19;НМОУ;Комплектация;Логистика;ок;командировка;;
2456;АЭР;21.06.19; -; -; -;ок;офис АЭР;;
2457;АЭР;24.06.19;НМОУ;СМР; -;ок;командировка;;
2458;АЭР;25.06.19;НМОУ;ПИР; -;ок;офис АЭР;;
2459;АЭР;25.06.19;Стекольный завод;Комплектация;Логистика;ок;командировка;;
2460;АЭР;25.06.19; -; -;Документы;неокончено;офис АЭР;;финмониторинг
2461;АЭР;25.06.19;НМОУ;ПИР;Переговоры с подрядчиком;ок;офис АЭР;;
2462;АЭР;25.06.19;Стекольный завод;СМР;подготовка;ок;офис АЭР;;
2463;АЭР;26.06.19;Стекольный завод;Комплектация;Логистика;ок;командировка;;
2464;АЭР;26.06.19; -; -; -;ок;офис АЭР;;
2465;АЭР;26.06.19;Стекольный завод;СМР;подготовка;ок;офис АЭР;;
2466;АЭР;27.06.19;Стекольный завод;СМР; -;ок;командировка;;
2467;АЭР;27.06.19;НМОУ;СМР;подготовка;ок;офис АЭР;;
2468;АЭР;28.06.19;НМОУ;СМР; -;ок;командировка;;
2469;ЛВЕ;01.07.19;Монастырь;Сметы; -;ок;отпуск;;
2470;АЭР;02.07.19;Стекольный завод;СМР;подготовка;неокончено;отпуск;;
2471;ЭС;02.07.19;а/п Домодедово;Договор;валютный контроль;неокончено;отпуск;;
2472;АЭР;02.07.19;НМОУ;СМР; -;ок;отпуск;;КиПА+сборщики
2473;АЭР;03.07.19;Стекольный завод;СМР;подготовка;неокончено;офис АЭР;;
2474;АЭР;03.07.19; -; -; -;ок;офис АЭР;;
2475;АЭР;03.07.19;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
2476;АЭР;04.07.19;НМОУ;СМР;Техконтроль;ок;офис АЭР;;
2477;ЭС;04.07.19;КнААЗ;ПИР;Документы;ок;офис АЭР;;
2478;ЭС;04.07.19; -;реорганизация;Документы;неокончено;командировка;;
2479;АЭР;04.07.19;МРСК СК;Сдача работ;Документы;неокончено;офис АЭР;;
2480;АЭР;04.07.19; -; -;Документы;неокончено;офис АЭР;;финмониторинг
2481;АЭР;04.07.19;Стекольный завод;ППО; -;неокончено;офис АЭР;;дополнительное ППО
2482;ЛВЕ;05.07.19;Монастырь;Сметы;Документы;ок;офис АЭР;;
2483;АЭР;05.07.19;Стекольный завод;ППО; -;ок;офис АЭР;;
2484;ЭС;08.07.19;КнААЗ;Договор;Логистика;ок;командировка;;почта
2485;АЭР;08.07.19;Глобус ТО;Сдача работ;Документы;неокончено;офис АЭР;;
2486;АЭР;08.07.19;Стекольный завод;ППО;Техническое решение;неокончено;командировка;;
2487;АЭР;08.07.19;Стекольный завод;Техническое развитие; -;неокончено;офис АЭР;;
2488;АЭР;08.07.19; -;Ревизия дел; -;ок;офис АЭР;;
2489;АЭР;08.07.19;Стекольный завод;Договор;Документы;ок;офис АЭР;;записка о ходе работ по ТМ
2490;АЭР;08.07.19; -;Техническое развитие; -;ок;офис АЭР;;модули ввода-вывода
2491;АЭР;08.07.19; -;Техническое развитие; -;ок;офис АЭР;;ПЛК
2492;ЭС;09.07.19; -; -;Документы;ок;командировка;;ФССП
2493;ЭС;09.07.19; -; -;Расчеты;ок;офис АЭР;;ФССП
2494;АЭР;09.07.19;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
2495;АЭР;09.07.19;Стекольный завод;ППО;Техническое решение;неокончено;офис АЭР;;
2496;АЭР;09.07.19; -; -; -;ок;офис АЭР;;
2497;АЭР;09.07.19;НМОУ;ПИР;подготовка;ок;офис АЭР;;КиПА+сборщики
2498;АЭР;10.07.19;НМОУ;СМР;Техконтроль;ок;командировка;;
2499;АЭР;11.07.19;Глобус ТО;Договор;Документы;ок;офис АЭР;;
2500;АЭР;11.07.19; -; -;Документы;ок;офис АЭР;;
2501;ЛВЕ;11.07.19;Раменское;Сдача работ;Документы;ок;офис АЭР;;
2502;ЭС;11.07.19;КнААЗ;ПИР;Техническое решение;неокончено;офис АЭР;;
2503;АЭР;11.07.19;НМОУ;Сметы;Документы;ок;офис АЭР;;
2504;ЛВЕ;12.07.19;Водоканал;Сметы;Документы;ок;офис АЭР;;
2505;АЭР;12.07.19;НМОУ;ПИР;Техническое решение;ок;офис АЭР;;
2506;АЭР;12.07.19;НМОУ;Комплектация; -;неокончено;офис АЭР;;
2507;АЭР;12.07.19; -; -; -;ок;офис АЭР;;
2508;ЭС;14.07.19;КнААЗ;ПИР;постановка задачи;ок;офис АЭР;;
2509;ЭС;15.07.19;КнААЗ;ПИР;Техническое решение;ок;офис АЭР;;БАУДР
2510;АЭР;15.07.19; -; -; -;ок;офис АЭР;;
2511;ЭС;15.07.19;а-п Домодедово;Договор;валютный контроль;ок;офис АЭР;;
2512;АЭР;15.07.19;Стекольный завод;ПИР;Техническое решение;неокончено;офис АЭР;;
2513;АЭР;15.07.19;Глобус ТО;Техсопровождение; -;ок;офис АЭР;;Стечкин
2514;АЭР;15.07.19;Стекольный завод;СМР;допуск;неокончено;офис АЭР;;
2515;АЭР;15.07.19; -;Сдача работ; -;неокончено;офис АЭР;;
2516;АЭР;16.07.19;Стекольный завод;ПИР;Техническое решение;ок;офис АЭР;;
2517;АЭР;16.07.19; -; -; -;ок;офис АЭР;;
2518;АЭР;16.07.19;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
2519;АЭР;16.07.19;МРСК СК;Сдача работ;Документы;неокончено;офис АЭР;;
2520;ЭС;16.07.19;ЗГАЭС-2;Договор;Документы;ок;офис АЭР;;
2521;АЭР;16.07.19;НМОУ;Комплектация; -;неокончено;офис АЭР;;
2522;АЭР;17.07.19; -;От иТБ;Документы;ок;офис АЭР;;
2523;АЭР;18.07.19;а-п Домодедово;Договор;Документы;ок;офис АЭР;;с/п Алькор
2524;АЭР;18.07.19;НМОУ;Комплектация; -;неокончено;офис АЭР;;
2525;АЭР;18.07.19;Стекольный завод;СМР;допуск;неокончено;дома;;
2526;ЛВЕ;19.07.19;Часовня;Сметы; -;ок;офис АЭР;;
2527;ЛВЕ;19.07.19;Строгино;Сметы; -;ок;офис АЭР;;
2528;АЭР;19.07.19;НМОУ;Сдача работ;Документы;неокончено;офис АЭР;;
2529;ЛВЕ;22.07.19; -;Сметы;  -;ок;офис АЭР;;
2530;АЭР;22.07.19;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
2531;АЭР;22.07.19;Глобус ТО;Договор;Документы;неокончено;офис АЭР;;
2532;ЭС;22.07.19;КнААЗ;ПИР;Документы;ок;офис АЭР;;
2533;КВБ;22.07.19; -; -; -;ок;офис АЭР;;
2534;АЭР;23.07.19;Глобус ТО;Сдача работ;Документы;ок;офис АЭР;;отмена
2535;АЭР;23.07.19;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
2536;АЭР;23.07.19; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
2537;ЭС;23.07.19;КнААЗ;ПИР;Техническое решение;неокончено;офис АЭР;;
2538;ЭС;23.07.19;а-п Домодедово;Договор; -;неокончено;офис АЭР;;валютный контроль
2539;ЛВЕ;23.07.19; -;Сметы; -;ок;офис АЭР;;
2540;АЭР;24.07.19;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
